NH0464,2.7966684369331074
NH0465,2.979420060326511
NH0466,2.596875393610064
NH0467,2.8209766342684266
NH0468,2.591975420085618
NH0469,2.6591742425643505
NH0470,2.6734676926906356
NH0471,2.7337580746610977
NH0472,3.0057145620782384
NH0473,2.6211839135827217
NH0474,2.76488633355613
NH0475,2.78227016626127
NH0476,2.6021086760995646
NH0477,2.7188305408639573
NH0478,2.7700662909360654
NH0479,2.907391331642081
NH0480,2.650661200818122
NH0481,2.855329424046723
NH0482,2.8054137766106155
NH0483,3.235018732478292
NH0484,2.848984021184731
NH0485,2.96463158155955
NH0486,2.6174326511096306
NH0487,2.7396799717664284
NH0488,2.699317733471743
NH0498,2.906966054450957
NH0499,3.011267406284453
NH0500,2.8830476053903213
NH0501,2.876265880102111
NH0502,2.6071993835014973
NH0503,2.8343935908918074
NH0504,2.660259446657484
NH0505,2.593357562104139
NH0506,2.7877973742638478
NH0507,2.4744589153572405
NH0508,2.7100248987837805
NH0509,2.7501665679593814
NH0510,2.6043217953931714
NH0511,3.232773253356384
NH0512,2.7221031085233753
NH0513,2.7527145545393856
NH0514,2.571438530939306
NH0515,2.7388594338962267
NH0516,2.938896222542438
NH0517,2.8875136063710305
NH0518,2.7988324306046377
NH0519,2.6388376754693903
NH0520,2.461009864879543
NH0521,2.8383543047565696
NH0522,2.8930398906665435
NH0523,2.841096707252159
NH0524,2.615816022176008
NH0527,2.5843271876772946
NH0528,3.138846074415639
NH0529,2.9183677391093994
NH0530,2.587666568668013
NH0531,2.708275308070246
NH0532,2.6608405483953694
NH0533,2.7598942242881055
NH0534,2.554374479911987
NH0535,2.5100395846989514
NH0536,2.9804377281858883
NH0537,2.97810062027503
NH0538,2.6814433555804857
NH0539,2.6169335753816374
NH0540,2.7026367406920775
NH0542,2.740052192078262
NH0543,2.5567627522173266
NH0544,2.8685731066030615
NH0545,2.7193461318750516
NH0546,3.0073589282436797
NH0547,2.5619910316037684
NH0548,2.7661455581749315
NH0549,2.7427950559909613
NH0550,2.92522012867223
NH0551,2.6175786873901727
NH0552,2.8712935944770592
NH0553,2.9089472665494567
NH0554,2.8765871265457683
NH0555,2.996985351169613
NH0556,2.8372679813644774
NH0557,2.6568914001221766
NH0558,2.7839489986316797
NH0559,2.847664230869647
NH0560,3.2110937953022223
NH0561,2.812882667340957
NH0562,3.2004285094319562
NH0563,2.6447022128031668
NH0564,2.7277707591851272
NH0565,2.8382490696038998
NH0566,3.2517231678263134
NH0567,2.741793677866236
NH0568,2.8998966635832444
NH0569,3.1650790835963534
NH0570,2.7331954223083943
NH0571,3.0728055954273943
NH0572,2.6505139266250946
NH0573,2.853431319158151
NH0574,2.798340067756348
NH0575,3.1292696876577786
NH0576,2.7690265580269195
NH0577,2.885915987662969
NH0578,3.120542998790461
NH0579,2.673397880836798
NH0580,3.1186052484835654
NH0581,2.78514643467384
NH0582,2.852949538719088
NH0583,2.8002473112587065
NH0584,2.794931108338312
NH0585,2.8362436257448835
NH0586,2.8332047192249097
NH0587,3.084286557053104
NH0588,2.588000914041248
NH0589,3.140929903962953
NH0590,2.4786404738851364
NH0591,2.8494223925784756
NH0592,2.5634341964550216
NH0593,2.8179755761170786
NH0594,2.7002925164062037
NH0595,2.637491941185967
NH0596,3.0706201462453637
NH0597,2.507498166127778
NH0598,2.6974836783821807
NH0607,3.1269453700413394
NH0608,2.5909757756702025
NH0621,2.988631454818359
NH0622,2.727925617634098
NH0623,2.884521274560492
NH0625,2.6114027136653304
NH0626,2.813376125775106
NH0627,2.5817373277970566
NH0628,3.0679740941153235
NH0629,2.681759499554963
NH0630,2.7818873015012926
NH0631,3.2283504077889176
NH0632,2.5595558444192967
NH0634,2.958644669711992
